1750,1565,1500
1750,1565,1500
1750,1570,1500
1755,1570,1500
1755,1570,1500
1755,1570,1500
1760,1570,1500
1760,1575,1500
1760,1575,1500
1760,1575,1500
1765,1575,1500
1765,1575,1500
1765,1580,1500
1770,1580,1500
1770,1580,1500
1770,1580,1500
1770,1585,1500
1775,1585,1500
1775,1585,1500
1775,1585,1500
1780,1585,1500
1780,1590,1500
1780,1590,1500
1785,1590,1500
1785,1590,1500
1785,1590,1500
1785,1595,1500
1785,1590,1500
1785,1590,1500
1785,1590,1500
1785,1590,1500
1785,1590,1500
1785,1590,1500
1785,1590,1500
1780,1590,1500
1780,1590,1500
1780,1585,1500
1775,1585,1500
1775,1585,1500
1780,1585,1500
1780,1590,1500
1780,1590,1500
1780,1590,1500
1780,1590,1500
1780,1590,1500
1780,1585,1500
1780,1585,1500
1775,1585,1500
1775,1585,1500
1775,1585,1500
1775,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1775,1585,1500
1775,1585,1500
1775,1585,1500
1775,1585,1500
1775,1585,1500
1775,1585,1500
1775,1585,1500
1770,1585,1500
1770,1580,1500
1770,1580,1500
1770,1580,1500
1770,1580,1500
1765,1580,1500
1765,1580,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1765,1580,1500
1770,1580,1500
1770,1580,1500
1770,1580,1500
1770,1580,1500
1775,1580,1500
1775,1585,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1760,1575,1500
1760,1575,1500
1760,1575,1500
1760,1575,1500
1760,1575,1500
1745,1555,1500
1745,1555,1500
1740,1555,1500
1745,1560,1500
1745,1560,1500
1745,1560,1500
1745,1560,1500
1745,1560,1500
1745,1565,1500
1750,1565,1500
1750,1565,1500
1750,1565,1500
1750,1570,1500
1755,1570,1500
1755,1570,1500
1755,1570,1500
1760,1570,1500
1760,1575,1500
1760,1575,1500
1760,1570,1500
1740,1555,1500
1740,1555,1500
1745,1560,1500
1745,1560,1500
1745,1560,1500
1745,1560,1500
1745,1560,1500
1745,1565,1500
1750,1565,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1745,1555,1500
1745,1555,1500
1745,1560,1500
1745,1555,1500
1745,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1745,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1740,1555,1500
1745,1555,1500
1745,1555,1500
1745,1555,1500
1745,1560,1500
1750,1560,1500
1750,1560,1500
1750,1560,1500
1750,1560,1500
1750,1560,1500
1750,1565,1500
1755,1565,1500
1755,1565,1500
1755,1565,1500
1760,1565,1500
1760,1570,1500
1760,1570,1500
1760,1570,1500
1760,1570,1500
1760,1570,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1770,1580,1500
1770,1580,1500
1770,1580,1500
1775,1580,1500
1775,1580,1500
1765,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1765,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1775,1575,1500
1775,1580,1500
1775,1580,1500
1775,1580,1500
1780,1580,1500
1780,1580,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1585,1500
1780,1580,1500
1780,1580,1500
1780,1580,1500
1780,1580,1500
1775,1580,1500
1775,1580,1500
1775,1575,1500
1770,1575,1500
1775,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1775,1575,1500
1775,1575,1500
1775,1575,1500
1770,1575,1500
1770,1570,1500
1750,1555,1500
1815,1610,1500
1815,1610,1500
1810,1610,1500
1805,1600,1500
1805,1605,1500
1805,1605,1500
1805,1605,1500
1805,1605,1500
1805,1605,1500
1800,1600,1500
1800,1600,1500
1800,1600,1500
1800,1600,1500
1800,1600,1500
1800,1600,1500
1800,1600,1500
1800,1595,1500
1795,1595,1500
1795,1595,1500
1795,1595,1500
1795,1595,1500
1815,1615,1500
1805,1600,1500
1795,1590,1500
1795,1590,1500
1790,1590,1500
1790,1590,1500
1790,1590,1500
1790,1585,1500
1785,1585,1500
1790,1585,1500
1775,1575,1500
1775,1575,1500
1775,1575,1500
1775,1575,1500
1775,1575,1500
1770,1575,1500
1770,1570,1500
1765,1565,1500
1765,1570,1500
1765,1570,1500
1765,1570,1500
1765,1565,1500
1760,1565,1500
1765,1565,1500
1765,1565,1500
1765,1570,1500
1765,1565,1500
1765,1565,1500
1765,1570,1500
1765,1570,1500
1770,1570,1500
1770,1570,1500
1770,1570,1500
1770,1575,1500
1775,1575,1500
1775,1575,1500
1775,1575,1500
1780,1575,1500
1780,1580,1500
1780,1580,1500
1780,1580,1500
1780,1580,1500
1780,1580,1500
1780,1580,1500
1785,1580,1500
1785,1580,1500
1785,1580,1500
1785,1580,1500
1780,1580,1500
1735,1545,1500
1735,1545,1500
1730,1540,1500
1730,1545,1500
1735,1545,1500
1730,1540,1500
1730,1540,1500
1730,1540,1500
1725,1540,1500
1725,1540,1500
1725,1535,1500
1725,1540,1500
1725,1535,1500
1725,1535,1500
1720,1535,1500
1720,1535,1500
1720,1535,1500
1715,1530,1500
1715,1530,1500
1715,1530,1500
1715,1530,1500
1715,1530,1500
1710,1530,1500
1710,1525,1500
1805,1595,1500
1805,1600,1500
1805,1595,1500
1800,1595,1500
1805,1595,1500
1805,1595,1500
1805,1595,1500
1800,1595,1500
1800,1595,1500
1800,1595,1500
1800,1595,1500
1800,1595,1500
1800,1595,1500
1800,1595,1500
1800,1595,1500
1800,1595,1500
1805,1595,1500
1805,1595,1500
1805,1595,1500
1800,1595,1500
1805,1595,1500
1800,1590,1500
1800,1595,1500
1805,1595,1500
1805,1595,1500
1805,1595,1500
1805,1595,1500
1805,1595,1500
1805,1595,1500
1810,1595,1500
1810,1595,1500
1810,1595,1500
1810,1595,1500
1810,1595,1500
1810,1595,1500
1810,1595,1500
1815,1600,1500
1815,1600,1500
1815,1600,1500
1820,1600,1500
1820,1600,1500
1820,1600,1500
1820,1605,1500
1825,1605,1500
1825,1605,1500
1825,1605,1500
1830,1605,1500
1830,1605,1500
1830,1605,1500
1830,1605,1500
1830,1605,1500
1835,1610,1500
1835,1610,1500
1835,1610,1500
1835,1610,1500
1835,1610,1500
1835,1610,1500
1835,1610,1500
1835,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1835,1610,1500
1835,1610,1500
1835,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1770,1570,1500
1770,1570,1500
1770,1570,1500
1770,1570,1500
1770,1570,1500
1775,1575,1500
1775,1575,1500
1775,1575,1500
1775,1575,1500
1775,1575,1500
1780,1575,1500
1780,1580,1500
1780,1580,1500
1785,1580,1500
1785,1580,1500
1790,1585,1500
1790,1585,1500
1790,1585,1500
1795,1585,1500
1785,1580,1500
1785,1580,1500
1780,1580,1500
1780,1580,1500
1780,1580,1500
1775,1575,1500
1770,1575,1500
1775,1575,1500
1775,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1770,1575,1500
1830,1605,1500
1830,1605,1500
1830,1605,1500
1830,1605,1500
1830,1605,1500
1830,1605,1500
1830,1605,1500
1835,1605,1500
1835,1605,1500
1835,1605,1500
1835,1605,1500
1835,1605,1500
1835,1610,1500
1840,1610,1500
1835,1605,1500
1835,1610,1500
1835,1610,1500
1835,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1840,1610,1500
1845,1610,1500
1845,1610,1500
1845,1610,1500
1845,1615,1500
1845,1615,1500
1845,1615,1500
1845,1615,1500
1845,1615,1500
1850,1615,1500
1850,1615,1500
1850,1615,1500
1850,1615,1500
1845,1615,1500
1845,1615,1500
1850,1615,1500
1850,1615,1500
1850,1615,1500
1850,1615,1500
1850,1615,1500
1850,1615,1500
1850,1620,1500
1850,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1625,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1620,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1855,1625,1500
1530,1505,1500
1525,1500,1500
1525,1500,1500
1530,1500,1500
1530,1500,1500
1530,1505,1500
1535,1505,1500
1535,1505,1500
1540,1505,1500
1540,1505,1500
1535,1505,1500
1535,1505,1500
1535,1505,1500
1535,1505,1500
1530,1505,1500
1525,1500,1500
1530,1500,1500
1530,1500,1500
1530,1500,1500
1535,1500,1500
1530,1500,1500
1530,1500,1500
1530,1500,1500
1530,1500,1500
1530,1500,1500
1530,1495,1500
1530,1500,1500
1530,1495,1500
1525,1495,1500
1525,1495,1500
1525,1495,1500
1525,1495,1500
1525,1495,1500
1525,1495,1500
1520,1495,1500
1520,1495,1500
1520,1495,1500
1520,1495,1500
1520,1495,1500
1515,1490,1500
1515,1490,1500
1530,1500,1500
1510,1490,1500
1510,1490,1500
1510,1490,1500
1510,1490,1500
1510,1490,1500
1505,1490,1500
1505,1490,1500
1505,1490,1500
1505,1485,1500
1505,1485,1500
1520,1495,1500
1520,1495,1500
1515,1495,1500
1515,1495,1500
1515,1495,1500
1515,1495,1500
1515,1495,1500
1510,1495,1500
1510,1495,1500
1515,1490,1500
1500,1485,1500
1500,1485,1500
1500,1485,1500
1520,1500,1500
